created_at,id,id_str,text,truncated,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang
Sun Jan 12 15:02:00 +0000 2020,1216374775163097088,1216374775163097088,"Economics a social science, and these nine trends offered insight into the underlying forces that drove the year.… https://t.co/5ZOkrBSHiY",True,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5ZOkrBSHiY', 'expanded_url': 'https://twitter.com/i/web/status/1216374775163097088', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://www.advisorstream.com"" rel=""nofollow"">AdvisorStream v2</a>",,,,,,"{'id': 35244406, 'id_str': '35244406', 'name': 'Scott Dauenhauer', 'screen_name': 'meridianwealth', 'location': 'Murrieta', 'description': 'Advocate for higher quality and lower cost 403(b) plans for all public school teachers.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1088, 'friends_count': 1627, 'listed_count': 91, 'created_at': 'Sat Apr 25 16:10:12 +0000 2009', 'favourites_count': 8097, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 11859, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C6E2EE', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/480452640866717697/u31qdEoP_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/480452640866717697/u31qdEoP_normal.jpeg', 'profile_link_color': '1F98C7', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DAECF4', 'profile_text_color': '121566', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,0,False,False,False,en
Sun Jan 12 10:43:34 +0000 2020,1216309738398457856,1216309738398457856,"@50yearoldchild "" We'll do a quick one.""

Peter turned around and walked back to the science lab, he placed baby Yo… https://t.co/ALQ6opOKBa",True,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '50yearoldchild', 'name': '⋘ɓαɓყ ყσ∂α⋙', 'id': 1201901398910259200, 'id_str': '1201901398910259200', 'indices': [0, 15]}], 'urls': [{'url': 'https://t.co/ALQ6opOKBa', 'expanded_url': 'https://twitter.com/i/web/status/1216309738398457856', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1216204866831429637,1216204866831429637,1201901398910259200,1201901398910259200,50yearoldchild,"{'id': 2578949918, 'id_str': '2578949918', 'name': 'Peter Maximoff', 'screen_name': 'I_stole_time', 'location': ""Xavier's School"", 'description': ""The names Peter, I'm 37 and a Team Leader at Xavier's School For Gifted Youngsters 🎧Duct Tape Master🎧 (#XMenRP) (#Quicksilver) (No DM RP) (FanAccount) ~1992👽"", 'url': 'https://t.co/NZ7h8vVpqR', 'entities': {'url': {'urls': [{'url': 'https://t.co/NZ7h8vVpqR', 'expanded_url': 'https://marvel-movies.fandom.com/wiki/Peter_Maximoff', 'display_url': 'marvel-movies.fandom.com/wiki/Peter_Max…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2834, 'friends_count': 2676, 'listed_count': 22, 'created_at': 'Fri Jun 20 16:46:33 +0000 2014', 'favourites_count': 12553, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 26492, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1216159194145083400/f0suuPmq_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1216159194145083400/f0suuPmq_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2578949918/1577448946', 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,0,False,False,en
Sat Jan 11 18:04:57 +0000 2020,1216058429749563392,1216058429749563392,"Economics a social science, and these nine trends offered insight into the underlying forces that drove the year.… https://t.co/FHehpQT82Z",True,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/FHehpQT82Z', 'expanded_url': 'https://twitter.com/i/web/status/1216058429749563392', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://www.advisorstream.com"" rel=""nofollow"">AdvisorStream v2</a>",,,,,,"{'id': 1130825415516446720, 'id_str': '1130825415516446720', 'name': 'Mosaic Wealth Strategies Group, Ltd.', 'screen_name': 'mosaic_ltd', 'location': 'Mosaic Wealth Strategies Group', 'description': 'At Mosaic Wealth Strategies Group, we are passionate about empowering people to take hold of their financial lives.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1, 'friends_count': 3, 'listed_count': 0, 'created_at': 'Tue May 21 13:19:23 +0000 2019', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 230, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': True, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,0,False,False,False,en
Sat Jan 11 16:21:31 +0000 2020,1216032400121237505,1216032400121237505,"RT @MrZ_Titans: Told the students that if they didn’t want to work for me, or work for themselves....then do it for “Baby Yoda.” He looks u…",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MrZ_Titans', 'name': 'J Zamora', 'id': 918593090423795712, 'id_str': '918593090423795712', 'indices': [3, 14]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 4719513571, 'id_str': '4719513571', 'name': 'Trinity Springs MS', 'screen_name': 'TSMSKeller', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 754, 'friends_count': 84, 'listed_count': 10, 'created_at': 'Wed Jan 06 17:11:08 +0000 2016', 'favourites_count': 1258, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 1807, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/696703748140208130/zykXZEQk_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/696703748140208130/zykXZEQk_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4719513571/1502901159', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,"{'created_at': 'Tue Dec 17 02:21:33 +0000 2019', 'id': 1206761317169876992, 'id_str': '1206761317169876992', 'text': 'Told the students that if they didn’t want to work for me, or work for themselves....then do it for “Baby Yoda.” He… https://t.co/Ho57OhCMAd', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Ho57OhCMAd', 'expanded_url': 'https://twitter.com/i/web/status/1206761317169876992', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 918593090423795712, 'id_str': '918593090423795712', 'name': 'J Zamora', 'screen_name': 'MrZ_Titans', 'location': 'Texas', 'description': ""I'm an 8th Grade Science teacher hoping to improve the world by shaping the next generation of problem-solvers and world changers."", 'url': 'https://t.co/PNEWp916MB', 'entities': {'url': {'urls': [{'url': 'https://t.co/PNEWp916MB', 'expanded_url': 'https://www.amazon.com/hz/wishlist/ls/2YI4DSTBJOYEI?ref_=wl_share', 'display_url': 'amazon.com/hz/wishlist/ls…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 42, 'friends_count': 43, 'listed_count': 0, 'created_at': 'Thu Oct 12 21:43:54 +0000 2017', 'favourites_count': 169, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 34, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1160762993786986497/8UuLlA95_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1160762993786986497/8UuLlA95_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 7, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,2,0,False,False,en
Sat Jan 11 12:14:47 +0000 2020,1215970305795031040,1215970305795031040,"Economics a social science, and these nine trends offered insight into the underlying forces that drove the year.… https://t.co/gYr5LvY4Ws",True,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gYr5LvY4Ws', 'expanded_url': 'https://twitter.com/i/web/status/1215970305795031040', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://www.advisorstream.com"" rel=""nofollow"">AdvisorStream v2</a>",,,,,,"{'id': 32189414, 'id_str': '32189414', 'name': 'David Atwood', 'screen_name': 'myTalisman1', 'location': 'Ontario, Canada', 'description': 'myTalisman™ is a unique, custom tailored process, enabling you to reach your planning objectives more simply, and with safety and convenience.', 'url': 'https://t.co/LEZP6IvSSC', 'entities': {'url': {'urls': [{'url': 'https://t.co/LEZP6IvSSC', 'expanded_url': 'http://www.talismanip.com', 'display_url': 'talismanip.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 49, 'friends_count': 115, 'listed_count': 2, 'created_at': 'Thu Apr 16 22:51:58 +0000 2009', 'favourites_count': 67, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 438, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1196536697527382023/kes7qut4_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1196536697527382023/kes7qut4_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/32189414/1549656663', 'profile_link_color': 'FF0000', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,0,False,False,False,en
Fri Jan 10 21:22:09 +0000 2020,1215745670172286976,1215745670172286976,"RT @ChrisPolPsych: broke: baby yoda
woke: baby shai-hulud https://t.co/70GK5Efeag",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ChrisPolPsych', 'name': 'Christopher Federico', 'id': 838766281729900544, 'id_str': '838766281729900544', 'indices': [3, 17]}], 'urls': [{'url': 'https://t.co/70GK5Efeag', 'expanded_url': 'https://nyti.ms/2FFxVJq', 'display_url': 'nyti.ms/2FFxVJq', 'indices': [58, 81]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 16194566, 'id_str': '16194566', 'name': 'Michael Roston', 'screen_name': 'michaelroston', 'location': 'New York, NY', 'description': 'Senior staff editor for Science, The New York Times. Star of the second screen.', 'url': 'https://t.co/vIspI6hHkO', 'entities': {'url': {'urls': [{'url': 'https://t.co/vIspI6hHkO', 'expanded_url': 'https://www.nytimes.com/by/michael-roston', 'display_url': 'nytimes.com/by/michael-ros…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 13512, 'friends_count': 627, 'listed_count': 868, 'created_at': 'Tue Sep 09 00:10:30 +0000 2008', 'favourites_count': 2, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 85353, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3064799729/c875d8626828a0510e7bdea2ea2be1ed_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3064799729/c875d8626828a0510e7bdea2ea2be1ed_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16194566/1398357685', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,"{'created_at': 'Fri Jan 10 14:28:22 +0000 2020', 'id': 1215641535909388288, 'id_str': '1215641535909388288', 'text': 'broke: baby yoda\nwoke: baby shai-hulud https://t.co/70GK5Efeag', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/70GK5Efeag', 'expanded_url': 'https://nyti.ms/2FFxVJq', 'display_url': 'nyti.ms/2FFxVJq', 'indices': [39, 62]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 838766281729900544, 'id_str': '838766281729900544', 'name': 'Christopher Federico', 'screen_name': 'ChrisPolPsych', 'location': 'Saint Paul, Minnesota', 'description': ""Professor of political science and psychology. Inveterate Fall fan. Cat guy, just like Geezer Butler. I'm not terrific, but I'm competent."", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 3884, 'friends_count': 839, 'listed_count': 87, 'created_at': 'Mon Mar 06 15:00:39 +0000 2017', 'favourites_count': 42071, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 27084, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1212388804193067009/tDhiV7cX_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1212388804193067009/tDhiV7cX_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/838766281729900544/1578504833', 'profile_link_color': 'ABB8C2', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,1,0,False,False,False,en
Fri Jan 10 19:01:06 +0000 2020,1215710170787065856,1215710170787065856,"Economics a social science, and these nine trends offered insight into the underlying forces that drove the year.… https://t.co/usT40KybHg",True,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/usT40KybHg', 'expanded_url': 'https://twitter.com/i/web/status/1215710170787065856', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://www.advisorstream.com"" rel=""nofollow"">AdvisorStream v2</a>",,,,,,"{'id': 42539614, 'id_str': '42539614', 'name': 'Mark S. Gardner', 'screen_name': 'msgardner18', 'location': 'Dallas, Texas', 'description': 'Your Money Matters”  We are committed to maintaining the highest standards of integrity and professionalism', 'url': 'https://t.co/pY6PKVbhpo', 'entities': {'url': {'urls': [{'url': 'https://t.co/pY6PKVbhpo', 'expanded_url': 'https://retirewelldallas.com', 'display_url': 'retirewelldallas.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 210, 'friends_count': 501, 'listed_count': 2, 'created_at': 'Tue May 26 01:58:52 +0000 2009', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 690, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/626463003374845952/PnSAggpZ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/626463003374845952/PnSAggpZ_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,1,0,False,False,False,en
Fri Jan 10 18:05:42 +0000 2020,1215696231130968064,1215696231130968064,"Does Baby yoda depict you when you have a question about something the professor said 20 minutes ago?? 😂

Don't be!… https://t.co/8lSNhnn7Uy",True,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8lSNhnn7Uy', 'expanded_url': 'https://twitter.com/i/web/status/1215696231130968064', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>",,,,,,"{'id': 1192439194905403394, 'id_str': '1192439194905403394', 'name': 'Tutor Dudes Services', 'screen_name': 'tutordudesllc', 'location': 'Fairfax, VA', 'description': 'At Tutor Dudes Services, we believe personalized tutoring prevails among all else because we believe in making you comfortable. On-Campus GMU tutoring👇', 'url': 'https://t.co/hQOXuROGKp', 'entities': {'url': {'urls': [{'url': 'https://t.co/hQOXuROGKp', 'expanded_url': 'https://www.tutordudesllc.com', 'display_url': 'tutordudesllc.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 19, 'friends_count': 82, 'listed_count': 0, 'created_at': 'Thu Nov 07 13:52:50 +0000 2019', 'favourites_count': 3, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 33, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1192657611088433152/2qyD9MhZ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1192657611088433152/2qyD9MhZ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1192439194905403394/1573186754', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,1,False,False,False,en
